cell-drug-pair	cell	drug	G0_targeted	G0_activity	G1_targeted	G1_activity	G2_targeted	G2_activity	G3_targeted	G3_activity	G4_targeted	G4_activity	G5_targeted	G5_activity	G6_targeted	G6_activity	G7_targeted	G7_activity	G8_targeted	G8_activity	G9_targeted	G9_activity	sensitivity
C5D1	C5	D1	0	0.384447431289	1	0.115881101297	0	0.846209390512	0	0.723478139976	0	0.575122527827	0	0.570763036569	0	0.299715005607	0	0.0616562648289	0	0.713366349278	0	0.344874580219	0.204021398666
C5D2	C5	D2	0	0.384447431289	0	0.115881101297	1	0.846209390512	0	0.723478139976	0	0.575122527827	0	0.570763036569	0	0.299715005607	0	0.0616562648289	0	0.713366349278	0	0.344874580219	0.788586462621
C5D3	C5	D3	1	0.384447431289	1	0.115881101297	1	0.846209390512	1	0.723478139976	1	0.575122527827	1	0.570763036569	1	0.299715005607	1	0.0616562648289	1	0.713366349278	1	0.344874580219	0.732798755155
C5D4	C5	D4	0	0.384447431289	0	0.115881101297	0	0.846209390512	1	0.723478139976	1	0.575122527827	0	0.570763036569	1	0.299715005607	0	0.0616562648289	0	0.713366349278	1	0.344874580219	0.21749529581
C5D5	C5	D5	0	0.384447431289	0	0.115881101297	0	0.846209390512	0	0.723478139976	0	0.575122527827	1	0.570763036569	0	0.299715005607	0	0.0616562648289	0	0.713366349278	0	0.344874580219	0.491373800131
C5D6	C5	D6	0	0.384447431289	0	0.115881101297	0	0.846209390512	0	0.723478139976	0	0.575122527827	0	0.570763036569	1	0.299715005607	0	0.0616562648289	0	0.713366349278	0	0.344874580219	0.362097919782
C5D7	C5	D7	1	0.384447431289	0	0.115881101297	1	0.846209390512	1	0.723478139976	0	0.575122527827	0	0.570763036569	1	0.299715005607	1	0.0616562648289	0	0.713366349278	0	0.344874580219	0.285469873159
C5D8	C5	D8	0	0.384447431289	0	0.115881101297	0	0.846209390512	0	0.723478139976	0	0.575122527827	0	0.570763036569	0	0.299715005607	0	0.0616562648289	1	0.713366349278	1	0.344874580219	0.106571935133
C5D9	C5	D9	0	0.384447431289	0	0.115881101297	0	0.846209390512	0	0.723478139976	1	0.575122527827	0	0.570763036569	0	0.299715005607	0	0.0616562648289	0	0.713366349278	1	0.344874580219	0.85851979916
C6D0	C6	D0	1	0.393327679779	0	0.236175534956	0	0.907114460693	0	0.107056568245	0	0.38071168601	0	0.508469743204	0	0.979489609219	0	0.278879859174	0	0.739219650681	0	0.778429154622	0.844147544068
C6D1	C6	D1	0	0.393327679779	1	0.236175534956	0	0.907114460693	0	0.107056568245	0	0.38071168601	0	0.508469743204	0	0.979489609219	0	0.278879859174	0	0.739219650681	0	0.778429154622	0.423415819577
C6D2	C6	D2	0	0.393327679779	0	0.236175534956	1	0.907114460693	0	0.107056568245	0	0.38071168601	0	0.508469743204	0	0.979489609219	0	0.278879859174	0	0.739219650681	0	0.778429154622	0.543935235067
C6D3	C6	D3	1	0.393327679779	1	0.236175534956	1	0.907114460693	1	0.107056568245	1	0.38071168601	1	0.508469743204	1	0.979489609219	1	0.278879859174	1	0.739219650681	1	0.778429154622	0.523436781716
C6D4	C6	D4	0	0.393327679779	0	0.236175534956	0	0.907114460693	1	0.107056568245	1	0.38071168601	0	0.508469743204	1	0.979489609219	0	0.278879859174	0	0.739219650681	1	0.778429154622	0.436423661012
C6D5	C6	D5	0	0.393327679779	0	0.236175534956	0	0.907114460693	0	0.107056568245	0	0.38071168601	1	0.508469743204	0	0.979489609219	0	0.278879859174	0	0.739219650681	0	0.778429154622	0.876854757579
C6D6	C6	D6	0	0.393327679779	0	0.236175534956	0	0.907114460693	0	0.107056568245	0	0.38071168601	0	0.508469743204	1	0.979489609219	0	0.278879859174	0	0.739219650681	0	0.778429154622	0.966835672372
C6D7	C6	D7	1	0.393327679779	0	0.236175534956	1	0.907114460693	1	0.107056568245	0	0.38071168601	0	0.508469743204	1	0.979489609219	1	0.278879859174	0	0.739219650681	0	0.778429154622	0.00985422278829
C6D8	C6	D8	0	0.393327679779	0	0.236175534956	0	0.907114460693	0	0.107056568245	0	0.38071168601	0	0.508469743204	0	0.979489609219	0	0.278879859174	1	0.739219650681	1	0.778429154622	0.287578681311
C6D9	C6	D9	0	0.393327679779	0	0.236175534956	0	0.907114460693	0	0.107056568245	1	0.38071168601	0	0.508469743204	0	0.979489609219	0	0.278879859174	0	0.739219650681	1	0.778429154622	0.490362755899
C7D0	C7	D0	1	0.529109837334	0	0.740498068622	0	0.763373442248	0	0.304874100572	0	0.494827202138	0	0.0615718581615	0	0.851004611008	0	0.180386513155	0	0.104338368618	0	0.511623263	0.0772819144514
C7D1	C7	D1	0	0.529109837334	1	0.740498068622	0	0.763373442248	0	0.304874100572	0	0.494827202138	0	0.0615718581615	0	0.851004611008	0	0.180386513155	0	0.104338368618	0	0.511623263	0.116801705953
C7D2	C7	D2	0	0.529109837334	0	0.740498068622	1	0.763373442248	0	0.304874100572	0	0.494827202138	0	0.0615718581615	0	0.851004611008	0	0.180386513155	0	0.104338368618	0	0.511623263	0.183381848377
C7D3	C7	D3	1	0.529109837334	1	0.740498068622	1	0.763373442248	1	0.304874100572	1	0.494827202138	1	0.0615718581615	1	0.851004611008	1	0.180386513155	1	0.104338368618	1	0.511623263	0.0554554745982
C7D4	C7	D4	0	0.529109837334	0	0.740498068622	0	0.763373442248	1	0.304874100572	1	0.494827202138	0	0.0615718581615	1	0.851004611008	0	0.180386513155	0	0.104338368618	1	0.511623263	0.743028055034
C7D5	C7	D5	0	0.529109837334	0	0.740498068622	0	0.763373442248	0	0.304874100572	0	0.494827202138	1	0.0615718581615	0	0.851004611008	0	0.180386513155	0	0.104338368618	0	0.511623263	0.623059130669
C7D6	C7	D6	0	0.529109837334	0	0.740498068622	0	0.763373442248	0	0.304874100572	0	0.494827202138	0	0.0615718581615	1	0.851004611008	0	0.180386513155	0	0.104338368618	0	0.511623263	0.549890815318
C7D7	C7	D7	1	0.529109837334	0	0.740498068622	1	0.763373442248	1	0.304874100572	0	0.494827202138	0	0.0615718581615	1	0.851004611008	1	0.180386513155	0	0.104338368618	0	0.511623263	0.519591308861
C7D8	C7	D8	0	0.529109837334	0	0.740498068622	0	0.763373442248	0	0.304874100572	0	0.494827202138	0	0.0615718581615	0	0.851004611008	0	0.180386513155	1	0.104338368618	1	0.511623263	0.419667774931
C7D9	C7	D9	0	0.529109837334	0	0.740498068622	0	0.763373442248	0	0.304874100572	1	0.494827202138	0	0.0615718581615	0	0.851004611008	0	0.180386513155	0	0.104338368618	1	0.511623263	0.945542833162
C8D0	C8	D0	1	0.466044891002	0	0.22806648721	0	0.298395188433	0	0.136519615971	0	0.550642683576	0	0.585917769229	0	0.96302665003	0	0.833935787523	0	0.0813885478499	0	0.82132169596	0.896717725428
C8D1	C8	D1	0	0.466044891002	1	0.22806648721	0	0.298395188433	0	0.136519615971	0	0.550642683576	0	0.585917769229	0	0.96302665003	0	0.833935787523	0	0.0813885478499	0	0.82132169596	0.283477944598
C8D2	C8	D2	0	0.466044891002	0	0.22806648721	1	0.298395188433	0	0.136519615971	0	0.550642683576	0	0.585917769229	0	0.96302665003	0	0.833935787523	0	0.0813885478499	0	0.82132169596	0.758300070179
C8D3	C8	D3	1	0.466044891002	1	0.22806648721	1	0.298395188433	1	0.136519615971	1	0.550642683576	1	0.585917769229	1	0.96302665003	1	0.833935787523	1	0.0813885478499	1	0.82132169596	0.847297392584
C8D4	C8	D4	0	0.466044891002	0	0.22806648721	0	0.298395188433	1	0.136519615971	1	0.550642683576	0	0.585917769229	1	0.96302665003	0	0.833935787523	0	0.0813885478499	1	0.82132169596	0.896163665494
C8D5	C8	D5	0	0.466044891002	0	0.22806648721	0	0.298395188433	0	0.136519615971	0	0.550642683576	1	0.585917769229	0	0.96302665003	0	0.833935787523	0	0.0813885478499	0	0.82132169596	0.381833612981
C8D6	C8	D6	0	0.466044891002	0	0.22806648721	0	0.298395188433	0	0.136519615971	0	0.550642683576	0	0.585917769229	1	0.96302665003	0	0.833935787523	0	0.0813885478499	0	0.82132169596	0.193685296315
C8D7	C8	D7	1	0.466044891002	0	0.22806648721	1	0.298395188433	1	0.136519615971	0	0.550642683576	0	0.585917769229	1	0.96302665003	1	0.833935787523	0	0.0813885478499	0	0.82132169596	0.241500276628
C8D8	C8	D8	0	0.466044891002	0	0.22806648721	0	0.298395188433	0	0.136519615971	0	0.550642683576	0	0.585917769229	0	0.96302665003	0	0.833935787523	1	0.0813885478499	1	0.82132169596	0.543177545765
C8D9	C8	D9	0	0.466044891002	0	0.22806648721	0	0.298395188433	0	0.136519615971	1	0.550642683576	0	0.585917769229	0	0.96302665003	0	0.833935787523	0	0.0813885478499	1	0.82132169596	0.472156173299
C9D0	C9	D0	1	0.0646387602455	0	0.033133535001	0	0.779256932073	0	0.789361977742	0	0.474527888192	0	0.9053654324	0	0.050321169763	0	0.700454017983	0	0.759596937067	0	0.781646540565	0.783332731784
C9D1	C9	D1	0	0.0646387602455	1	0.033133535001	0	0.779256932073	0	0.789361977742	0	0.474527888192	0	0.9053654324	0	0.050321169763	0	0.700454017983	0	0.759596937067	0	0.781646540565	0.879718990431
C9D2	C9	D2	0	0.0646387602455	0	0.033133535001	1	0.779256932073	0	0.789361977742	0	0.474527888192	0	0.9053654324	0	0.050321169763	0	0.700454017983	0	0.759596937067	0	0.781646540565	0.0345785711233
C9D3	C9	D3	1	0.0646387602455	1	0.033133535001	1	0.779256932073	1	0.789361977742	1	0.474527888192	1	0.9053654324	1	0.050321169763	1	0.700454017983	1	0.759596937067	1	0.781646540565	0.473213713734
C9D4	C9	D4	0	0.0646387602455	0	0.033133535001	0	0.779256932073	1	0.789361977742	1	0.474527888192	0	0.9053654324	1	0.050321169763	0	0.700454017983	0	0.759596937067	1	0.781646540565	0.319745728912
C9D5	C9	D5	0	0.0646387602455	0	0.033133535001	0	0.779256932073	0	0.789361977742	0	0.474527888192	1	0.9053654324	0	0.050321169763	0	0.700454017983	0	0.759596937067	0	0.781646540565	0.312202951779
C9D6	C9	D6	0	0.0646387602455	0	0.033133535001	0	0.779256932073	0	0.789361977742	0	0.474527888192	0	0.9053654324	1	0.050321169763	0	0.700454017983	0	0.759596937067	0	0.781646540565	0.453344655167
C9D7	C9	D7	1	0.0646387602455	0	0.033133535001	1	0.779256932073	1	0.789361977742	0	0.474527888192	0	0.9053654324	1	0.050321169763	1	0.700454017983	0	0.759596937067	0	0.781646540565	0.23420329057
C9D8	C9	D8	0	0.0646387602455	0	0.033133535001	0	0.779256932073	0	0.789361977742	0	0.474527888192	0	0.9053654324	0	0.050321169763	0	0.700454017983	1	0.759596937067	1	0.781646540565	0.934665240096
C9D9	C9	D9	0	0.0646387602455	0	0.033133535001	0	0.779256932073	0	0.789361977742	1	0.474527888192	0	0.9053654324	0	0.050321169763	0	0.700454017983	0	0.759596937067	1	0.781646540565	0.837109584411
C10D0	C10	D0	1	0.263576799709	0	0.310104190628	0	0.260833509679	0	0.52759894803	0	0.209976897962	0	0.610152063265	0	0.0748979840059	0	0.935093111735	0	0.55020960222	0	0.237705058078	0.414266062521
C10D1	C10	D1	0	0.263576799709	1	0.310104190628	0	0.260833509679	0	0.52759894803	0	0.209976897962	0	0.610152063265	0	0.0748979840059	0	0.935093111735	0	0.55020960222	0	0.237705058078	0.829833166299
C10D2	C10	D2	0	0.263576799709	0	0.310104190628	1	0.260833509679	0	0.52759894803	0	0.209976897962	0	0.610152063265	0	0.0748979840059	0	0.935093111735	0	0.55020960222	0	0.237705058078	0.932751555726
C10D3	C10	D3	1	0.263576799709	1	0.310104190628	1	0.260833509679	1	0.52759894803	1	0.209976897962	1	0.610152063265	1	0.0748979840059	1	0.935093111735	1	0.55020960222	1	0.237705058078	0.223571891075
C10D4	C10	D4	0	0.263576799709	0	0.310104190628	0	0.260833509679	1	0.52759894803	1	0.209976897962	0	0.610152063265	1	0.0748979840059	0	0.935093111735	0	0.55020960222	1	0.237705058078	0.736536165167
C10D5	C10	D5	0	0.263576799709	0	0.310104190628	0	0.260833509679	0	0.52759894803	0	0.209976897962	1	0.610152063265	0	0.0748979840059	0	0.935093111735	0	0.55020960222	0	0.237705058078	0.706235621128
C10D6	C10	D6	0	0.263576799709	0	0.310104190628	0	0.260833509679	0	0.52759894803	0	0.209976897962	0	0.610152063265	1	0.0748979840059	0	0.935093111735	0	0.55020960222	0	0.237705058078	0.146242776936
C10D7	C10	D7	1	0.263576799709	0	0.310104190628	1	0.260833509679	1	0.52759894803	0	0.209976897962	0	0.610152063265	1	0.0748979840059	1	0.935093111735	0	0.55020960222	0	0.237705058078	0.589076534107
C10D8	C10	D8	0	0.263576799709	0	0.310104190628	0	0.260833509679	0	0.52759894803	0	0.209976897962	0	0.610152063265	0	0.0748979840059	0	0.935093111735	1	0.55020960222	1	0.237705058078	0.130541277727
C10D9	C10	D9	0	0.263576799709	0	0.310104190628	0	0.260833509679	0	0.52759894803	1	0.209976897962	0	0.610152063265	0	0.0748979840059	0	0.935093111735	0	0.55020960222	1	0.237705058078	0.208234299198
C11D0	C11	D0	1	0.47975559619	0	0.447816785592	0	0.803609798448	0	0.424577439491	0	0.555164183292	0	0.692114216195	0	0.495283323317	0	0.520906057591	0	0.355616749977	0	0.59392472456	0.802261005836
C11D1	C11	D1	0	0.47975559619	1	0.447816785592	0	0.803609798448	0	0.424577439491	0	0.555164183292	0	0.692114216195	0	0.495283323317	0	0.520906057591	0	0.355616749977	0	0.59392472456	0.218256148881
C11D2	C11	D2	0	0.47975559619	0	0.447816785592	1	0.803609798448	0	0.424577439491	0	0.555164183292	0	0.692114216195	0	0.495283323317	0	0.520906057591	0	0.355616749977	0	0.59392472456	0.0143194416547
C11D3	C11	D3	1	0.47975559619	1	0.447816785592	1	0.803609798448	1	0.424577439491	1	0.555164183292	1	0.692114216195	1	0.495283323317	1	0.520906057591	1	0.355616749977	1	0.59392472456	0.660792506141
C11D4	C11	D4	0	0.47975559619	0	0.447816785592	0	0.803609798448	1	0.424577439491	1	0.555164183292	0	0.692114216195	1	0.495283323317	0	0.520906057591	0	0.355616749977	1	0.59392472456	0.244777302103
C11D5	C11	D5	0	0.47975559619	0	0.447816785592	0	0.803609798448	0	0.424577439491	0	0.555164183292	1	0.692114216195	0	0.495283323317	0	0.520906057591	0	0.355616749977	0	0.59392472456	0.435139764654
C11D6	C11	D6	0	0.47975559619	0	0.447816785592	0	0.803609798448	0	0.424577439491	0	0.555164183292	0	0.692114216195	1	0.495283323317	0	0.520906057591	0	0.355616749977	0	0.59392472456	0.900342287926
C11D7	C11	D7	1	0.47975559619	0	0.447816785592	1	0.803609798448	1	0.424577439491	0	0.555164183292	0	0.692114216195	1	0.495283323317	1	0.520906057591	0	0.355616749977	0	0.59392472456	0.245256246728
C11D8	C11	D8	0	0.47975559619	0	0.447816785592	0	0.803609798448	0	0.424577439491	0	0.555164183292	0	0.692114216195	0	0.495283323317	0	0.520906057591	1	0.355616749977	1	0.59392472456	0.0706399122976
C11D9	C11	D9	0	0.47975559619	0	0.447816785592	0	0.803609798448	0	0.424577439491	1	0.555164183292	0	0.692114216195	0	0.495283323317	0	0.520906057591	0	0.355616749977	1	0.59392472456	0.843635605955
C12D0	C12	D0	1	0.97676958639	0	0.844915930009	0	0.225282867106	0	0.995104857543	0	0.637320473173	0	0.219727832791	0	0.578940869295	0	0.198328263618	0	0.183433237217	0	0.538714931686	0.426706526641
C12D1	C12	D1	0	0.97676958639	1	0.844915930009	0	0.225282867106	0	0.995104857543	0	0.637320473173	0	0.219727832791	0	0.578940869295	0	0.198328263618	0	0.183433237217	0	0.538714931686	0.568281282559
C12D2	C12	D2	0	0.97676958639	0	0.844915930009	1	0.225282867106	0	0.995104857543	0	0.637320473173	0	0.219727832791	0	0.578940869295	0	0.198328263618	0	0.183433237217	0	0.538714931686	0.178632600928
C12D3	C12	D3	1	0.97676958639	1	0.844915930009	1	0.225282867106	1	0.995104857543	1	0.637320473173	1	0.219727832791	1	0.578940869295	1	0.198328263618	1	0.183433237217	1	0.538714931686	0.658113162298
C12D4	C12	D4	0	0.97676958639	0	0.844915930009	0	0.225282867106	1	0.995104857543	1	0.637320473173	0	0.219727832791	1	0.578940869295	0	0.198328263618	0	0.183433237217	1	0.538714931686	0.170439579291
