cell-drug-pair	cell	drug	G0_targeted	G0_activity	G1_targeted	G1_activity	G2_targeted	G2_activity	G3_targeted	G3_activity	G4_targeted	G4_activity	G5_targeted	G5_activity	G6_targeted	G6_activity	G7_targeted	G7_activity	G8_targeted	G8_activity	G9_targeted	G9_activity	sensitivity
C1D8	C1	D8	0	0.0657485665605	0	0.271226546983	0	0.6703545681	0	0.432064104582	0	0.587122009412	0	0.951390566831	0	0.419500437168	0	0.933981639785	1	0.253662673521	0	0.483815618886	0.253662673521
C1D9	C1	D9	0	0.0657485665605	0	0.271226546983	0	0.6703545681	0	0.432064104582	0	0.587122009412	0	0.951390566831	0	0.419500437168	0	0.933981639785	0	0.253662673521	1	0.483815618886	0.483815618886
C2D0	C2	D0	1	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.689412477869
C2D1	C2	D1	0	0.689412477869	1	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.467930953212
C2D2	C2	D2	0	0.689412477869	0	0.467930953212	1	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.0252921320703
C2D3	C2	D3	0	0.689412477869	0	0.467930953212	0	0.0252921320703	1	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.504003245398
C2D4	C2	D4	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	1	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.849568481846
C2D5	C2	D5	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	1	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.195900322983
C2D6	C2	D6	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	1	0.346085908106	0	0.625057657995	0	0.421262948305	0	0.13765417729	0.346085908106
C2D7	C2	D7	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	1	0.625057657995	0	0.421262948305	0	0.13765417729	0.625057657995
C2D8	C2	D8	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	1	0.421262948305	0	0.13765417729	0.421262948305
C2D9	C2	D9	0	0.689412477869	0	0.467930953212	0	0.0252921320703	0	0.504003245398	0	0.849568481846	0	0.195900322983	0	0.346085908106	0	0.625057657995	0	0.421262948305	1	0.13765417729	0.13765417729
C3D0	C3	D0	1	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.784718129044
C3D1	C3	D1	0	0.784718129044	1	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.955149347511
C3D2	C3	D2	0	0.784718129044	0	0.955149347511	1	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.857107091521
C3D3	C3	D3	0	0.784718129044	0	0.955149347511	0	0.857107091521	1	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.155056568011
C3D4	C3	D4	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	1	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.367228465501
C3D5	C3	D5	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	1	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.316985566389
C3D6	C3	D6	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	1	0.147178542913	0	0.621881567663	0	0.311022801846	0	0.144645361691	0.147178542913
C3D7	C3	D7	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	1	0.621881567663	0	0.311022801846	0	0.144645361691	0.621881567663
C3D8	C3	D8	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	1	0.311022801846	0	0.144645361691	0.311022801846
C3D9	C3	D9	0	0.784718129044	0	0.955149347511	0	0.857107091521	0	0.155056568011	0	0.367228465501	0	0.316985566389	0	0.147178542913	0	0.621881567663	0	0.311022801846	1	0.144645361691	0.144645361691
C4D0	C4	D0	1	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.454288772052
C4D1	C4	D1	0	0.454288772052	1	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.575593607327
C4D2	C4	D2	0	0.454288772052	0	0.575593607327	1	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.131374089719
C4D3	C4	D3	0	0.454288772052	0	0.575593607327	0	0.131374089719	1	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.544281258937
C4D4	C4	D4	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	1	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.856385708657
C4D5	C4	D5	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	1	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.679056169091
C4D6	C4	D6	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	1	0.659942526597	0	0.183416259568	0	0.823700296313	0	0.0608160130464	0.659942526597
C4D7	C4	D7	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	1	0.183416259568	0	0.823700296313	0	0.0608160130464	0.183416259568
C4D8	C4	D8	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	1	0.823700296313	0	0.0608160130464	0.823700296313
C4D9	C4	D9	0	0.454288772052	0	0.575593607327	0	0.131374089719	0	0.544281258937	0	0.856385708657	0	0.679056169091	0	0.659942526597	0	0.183416259568	0	0.823700296313	1	0.0608160130464	0.0608160130464
C5D0	C5	D0	1	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.594696396895
C5D1	C5	D1	0	0.594696396895	1	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.0537426859568
C5D2	C5	D2	0	0.594696396895	0	0.0537426859568	1	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.212829800048
C5D3	C5	D3	0	0.594696396895	0	0.0537426859568	0	0.212829800048	1	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.919654600798
C5D4	C5	D4	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	1	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.347393828167
C5D5	C5	D5	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	1	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.0138411572638
C5D6	C5	D6	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	1	0.515362876564	0	0.967392998334	0	0.528539164377	0	0.619097958156	0.515362876564
C5D7	C5	D7	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	1	0.967392998334	0	0.528539164377	0	0.619097958156	0.967392998334
C5D8	C5	D8	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	1	0.528539164377	0	0.619097958156	0.528539164377
C5D9	C5	D9	0	0.594696396895	0	0.0537426859568	0	0.212829800048	0	0.919654600798	0	0.347393828167	0	0.0138411572638	0	0.515362876564	0	0.967392998334	0	0.528539164377	1	0.619097958156	0.619097958156
C6D0	C6	D0	1	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.0891608583132
C6D1	C6	D1	0	0.0891608583132	1	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.521141976767
C6D2	C6	D2	0	0.0891608583132	0	0.521141976767	1	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.976494072852
C6D3	C6	D3	0	0.0891608583132	0	0.521141976767	0	0.976494072852	1	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.155718960392
C6D4	C6	D4	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	1	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.563640884751
C6D5	C6	D5	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	1	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.208700798953
C6D6	C6	D6	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	1	0.490426837681	0	0.296094227325	0	0.372936917726	0	0.416827445652	0.490426837681
C6D7	C6	D7	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	1	0.296094227325	0	0.372936917726	0	0.416827445652	0.296094227325
C6D8	C6	D8	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	1	0.372936917726	0	0.416827445652	0.372936917726
C6D9	C6	D9	0	0.0891608583132	0	0.521141976767	0	0.976494072852	0	0.155718960392	0	0.563640884751	0	0.208700798953	0	0.490426837681	0	0.296094227325	0	0.372936917726	1	0.416827445652	0.416827445652
C7D0	C7	D0	1	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.759843558653
C7D1	C7	D1	0	0.759843558653	1	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.564382688348
C7D2	C7	D2	0	0.759843558653	0	0.564382688348	1	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.926141527535
C7D3	C7	D3	0	0.759843558653	0	0.564382688348	0	0.926141527535	1	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.354991963691
C7D4	C7	D4	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	1	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.84035888627
C7D5	C7	D5	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	1	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.566920513274
C7D6	C7	D6	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	1	0.110444146175	0	0.80086231946	0	0.230269576069	0	0.521384900652	0.110444146175
C7D7	C7	D7	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	1	0.80086231946	0	0.230269576069	0	0.521384900652	0.80086231946
C7D8	C7	D8	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	1	0.230269576069	0	0.521384900652	0.230269576069
C7D9	C7	D9	0	0.759843558653	0	0.564382688348	0	0.926141527535	0	0.354991963691	0	0.84035888627	0	0.566920513274	0	0.110444146175	0	0.80086231946	0	0.230269576069	1	0.521384900652	0.521384900652
C8D0	C8	D0	1	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.108329864141
C8D1	C8	D1	0	0.108329864141	1	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.699417757573
C8D2	C8	D2	0	0.108329864141	0	0.699417757573	1	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.0571798008441
C8D3	C8	D3	0	0.108329864141	0	0.699417757573	0	0.0571798008441	1	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.0676095730202
C8D4	C8	D4	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	1	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.907887952274
C8D5	C8	D5	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	1	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.0788934023657
C8D6	C8	D6	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	1	0.253531338961	0	0.946165937975	0	0.638859136616	0	0.962667481519	0.253531338961
C8D7	C8	D7	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	1	0.946165937975	0	0.638859136616	0	0.962667481519	0.946165937975
C8D8	C8	D8	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	1	0.638859136616	0	0.962667481519	0.638859136616
C8D9	C8	D9	0	0.108329864141	0	0.699417757573	0	0.0571798008441	0	0.0676095730202	0	0.907887952274	0	0.0788934023657	0	0.253531338961	0	0.946165937975	0	0.638859136616	1	0.962667481519	0.962667481519
C9D0	C9	D0	1	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.839825436266
C9D1	C9	D1	0	0.839825436266	1	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.968685922182
C9D2	C9	D2	0	0.839825436266	0	0.968685922182	1	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.679871874311
C9D3	C9	D3	0	0.839825436266	0	0.968685922182	0	0.679871874311	1	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.964641455329
C9D4	C9	D4	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	1	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.120343318427
C9D5	C9	D5	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	1	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.038694961678
C9D6	C9	D6	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	1	0.555838584368	0	0.706208597263	0	0.133088482946	0	0.361934284859	0.555838584368
C9D7	C9	D7	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	1	0.706208597263	0	0.133088482946	0	0.361934284859	0.706208597263
C9D8	C9	D8	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	1	0.133088482946	0	0.361934284859	0.133088482946
C9D9	C9	D9	0	0.839825436266	0	0.968685922182	0	0.679871874311	0	0.964641455329	0	0.120343318427	0	0.038694961678	0	0.555838584368	0	0.706208597263	0	0.133088482946	1	0.361934284859	0.361934284859
